json_file_path	label
Dmitriy D./TASK 1/TASK1/json/ee8a988f2d6efda1.json	center
Dmitriy D./TASK 1/TASK1/json/f7a791bd2e6211c6.json	center
Dmitriy D./TASK 1/TASK1/json/c889ed5b96e150e1.json	right
Dmitriy D./TASK 1/TASK1/json/4e2b63af00c44153.json	left
Dmitriy D./TASK 1/TASK1/json/152388c7c8a08e9a.json	center
Dmitriy D./TASK 1/TASK1/json/a25d235f93561f17.json	left
Dmitriy D./TASK 1/TASK1/json/e4281ed64ef17b60.json	right
Dmitriy D./TASK 1/TASK1/json/dd0ccc11569f563f.json	left
Dmitriy D./TASK 1/TASK1/json/23f3099fabc36a37.json	left
Dmitriy D./TASK 1/TASK1/json/3dd277a3b5a65f36.json	right
Dmitriy D./TASK 1/TASK1/json/1eed22d33b845fa9.json	center
Dmitriy D./TASK 1/TASK1/json/203fd9ed9204184f.json	left
Dmitriy D./TASK 1/TASK1/json/a3383ce0c1ac40da.json	right
Dmitriy D./TASK 1/TASK1/json/27e3610761ef6d35.json	center
Dmitriy D./TASK 1/TASK1/json/01170535f35f37c8.json	left
Dmitriy D./TASK 1/TASK1/json/548f86050b1759a0.json	left
Dmitriy D./TASK 1/TASK1/json/a5959b35734d4adc.json	center
Dmitriy D./TASK 1/TASK1/json/66fa1af41e391557.json	right
Dmitriy D./TASK 1/TASK1/json/f596e439e03c9f74.json	center
Dmitriy D./TASK 1/TASK1/json/09f9fd8f5ce7ffee.json	center
Dmitriy D./TASK 1/TASK1/json/08b4b266ca8eb64a.json	left
Dmitriy D./TASK 1/TASK1/json/076ba27095d8d088.json	right
Dmitriy D./TASK 1/TASK1/json/ff3bfad9ba046480.json	right
Dmitriy D./TASK 1/TASK1/json/44a8a41a184a1baa.json	right
Dmitriy D./TASK 1/TASK1/json/da0128ff22ca88a4.json	right
Dmitriy D./TASK 1/TASK1/json/0fd790f4628d325b.json	center
Dmitriy D./TASK 1/TASK1/json/db9a63102f08c2de.json	center
Dmitriy D./TASK 1/TASK1/json/9990c0322dfc6282.json	left
Dmitriy D./TASK 1/TASK1/json/84324786b648592c.json	right
Dmitriy D./TASK 1/TASK1/json/c8f6d587e26c3e2f.json	center
Dmitriy D./TASK 1/TASK1/json/dbdb294e931dad80.json	right
Dmitriy D./TASK 1/TASK1/json/313958d715a5f926.json	center
Dmitriy D./TASK 1/TASK1/json/67e1a813fdeeca7d.json	left
Dmitriy D./TASK 1/TASK1/json/a98e5b802f7d38f9.json	left
Dmitriy D./TASK 1/TASK1/json/f67cfb60fc270b84.json	center
Dmitriy D./TASK 1/TASK1/json/f465c383d0823f8d.json	right
Dmitriy D./TASK 1/TASK1/json/ff3d977f79e0ac1d.json	left
Dmitriy D./TASK 1/TASK1/json/1bdd5f94f2e66d84.json	right
Dmitriy D./TASK 1/TASK1/json/70897c430c48d19b.json	center
Dmitriy D./TASK 1/TASK1/json/2673eabecab0f72b.json	center
Dmitriy D./TASK 1/TASK1/json/7b3475995bd82520.json	left
Dmitriy D./TASK 1/TASK1/json/83688452966cb9e9.json	left
Dmitriy D./TASK 1/TASK1/json/bebaaaacef4bcfc0.json	center
Dmitriy D./TASK 1/TASK1/json/e27cda8f0e2677f7.json	center
Dmitriy D./TASK 1/TASK1/json/e07908bedc3ef69f.json	center
Dmitriy D./TASK 1/TASK1/json/6241e07b2b42dae0.json	right
Dmitriy D./TASK 1/TASK1/json/56497ebefa380af2.json	right
Dmitriy D./TASK 1/TASK1/json/9e25340445e97e0c.json	right
Dmitriy D./TASK 1/TASK1/json/693267b718fd29d7.json	left
Dmitriy D./TASK 1/TASK1/json/cfb49c5b5529af42.json	left
Dmitriy D./TASK 1/TASK1/json/c2e35cb6477c5c83.json	right
Dmitriy D./TASK 1/TASK1/json/89605a3fb103edef.json	right
Dmitriy D./TASK 1/TASK1/json/8e3dbd6891d3104e.json	center
Dmitriy D./TASK 1/TASK1/json/2791649900e3301b.json	right
Dmitriy D./TASK 1/TASK1/json/feb8d9dc34f14bb3.json	center
Dmitriy D./TASK 1/TASK1/json/2fa28500b3968ee3.json	left
Dmitriy D./TASK 1/TASK1/json/01d6ee1500ea6379.json	center
Dmitriy D./TASK 1/TASK1/json/f07b08715c390143.json	center
Dmitriy D./TASK 1/TASK1/json/f97917e90913cb44.json	right
Dmitriy D./TASK 1/TASK1/json/b0e4c2ee1bcfde37.json	center
Dmitriy D./TASK 1/TASK1/json/d414bca0b7743b0c.json	left
Dmitriy D./TASK 1/TASK1/json/3a8670e22f05d39f.json	center
Dmitriy D./TASK 1/TASK1/json/b25d2c8516753fa3.json	center
Dmitriy D./TASK 1/TASK1/json/dc06bc1b4b8ade19.json	right
Dmitriy D./TASK 1/TASK1/json/37225a94aed1f154.json	right
Dmitriy D./TASK 1/TASK1/json/11f1536ff7c94e3f.json	right
Dmitriy D./TASK 1/TASK1/json/3013dd3854cc7e49.json	right
Dmitriy D./TASK 1/TASK1/json/0394876b8eedbc4d.json	center
Dmitriy D./TASK 1/TASK1/json/79f8a52c65b0d16e.json	left
Dmitriy D./TASK 1/TASK1/json/9cd9bc2e876ded3a.json	left
Dmitriy D./TASK 1/TASK1/json/a2bae7475b7d4aa1.json	right
Dmitriy D./TASK 1/TASK1/json/793b68d897691480.json	left
Dmitriy D./TASK 1/TASK1/json/3438db505d0becb8.json	left
Dmitriy D./TASK 1/TASK1/json/8907833866d54f23.json	right
Dmitriy D./TASK 1/TASK1/json/28ffd7155799b9dd.json	center
Dmitriy D./TASK 1/TASK1/json/65cf9d545455be6e.json	center
Dmitriy D./TASK 1/TASK1/json/e6900158e793628a.json	center
Dmitriy D./TASK 1/TASK1/json/1bd85122e5b389f0.json	right
Dmitriy D./TASK 1/TASK1/json/559569318285daca.json	center
Dmitriy D./TASK 1/TASK1/json/f8036c45b11d929e.json	center
Dmitriy D./TASK 1/TASK1/json/e294da627284d1ce.json	right
Dmitriy D./TASK 1/TASK1/json/529253a2c4ccd61e.json	right
Dmitriy D./TASK 1/TASK1/json/e1726f444cc5007b.json	right
Dmitriy D./TASK 1/TASK1/json/dae91327b994fb72.json	center
Dmitriy D./TASK 1/TASK1/json/88d1ce63be6c0a67.json	right
Dmitriy D./TASK 1/TASK1/json/6a99919410aaa318.json	left
Dmitriy D./TASK 1/TASK1/json/7fc896d79a0316f5.json	right
Dmitriy D./TASK 1/TASK1/json/1e51c34fe7a42fe5.json	right
Dmitriy D./TASK 1/TASK1/json/266b2fd89a11c40c.json	right
Dmitriy D./TASK 1/TASK1/json/c79a21d09818a906.json	center
Dmitriy D./TASK 1/TASK1/json/1983b6d2b1bb0c47.json	right
Dmitriy D./TASK 1/TASK1/json/09ba4f7f95b58a84.json	left
Dmitriy D./TASK 1/TASK1/json/f6e04f1b1bf81a54.json	center
Dmitriy D./TASK 1/TASK1/json/6c1e6070a202a253.json	right
Dmitriy D./TASK 1/TASK1/json/5e48b1a37c69842a.json	left
Dmitriy D./TASK 1/TASK1/json/7fc6ce49a51ce8c3.json	center
Dmitriy D./TASK 1/TASK1/json/9fa2ab288c054033.json	right
Dmitriy D./TASK 1/TASK1/json/dcd08b08856a759a.json	right
Dmitriy D./TASK 1/TASK1/json/95783b7017cd0d7a.json	left
Dmitriy D./TASK 1/TASK1/json/d9983ebc802981ce.json	center
Dmitriy D./TASK 1/TASK1/json/3aefef91be4f2d5e.json	right
Dmitriy D./TASK 1/TASK1/json/d2407cea72c29e5c.json	left
Dmitriy D./TASK 1/TASK1/json/e3f03c9c585f3306.json	center
Dmitriy D./TASK 1/TASK1/json/34cb54d3a4d83cfa.json	right
Dmitriy D./TASK 1/TASK1/json/8603ddaf523ccc16.json	right
Dmitriy D./TASK 1/TASK1/json/b6ebdbafcc2e9998.json	center
Dmitriy D./TASK 1/TASK1/json/0548425cc710d510.json	right
Dmitriy D./TASK 1/TASK1/json/04417905fbe5cd53.json	center
Dmitriy D./TASK 1/TASK1/json/b0ab2f03e78a48c7.json	center
Dmitriy D./TASK 1/TASK1/json/ab96bfc997c3d844.json	right
Dmitriy D./TASK 1/TASK1/json/c0cdd1bbf986d413.json	right
Dmitriy D./TASK 1/TASK1/json/4deb0fa487c5e188.json	right
Dmitriy D./TASK 1/TASK1/json/14780acb5addd299.json	right
Dmitriy D./TASK 1/TASK1/json/83132bc16ea6ccdc.json	left
Dmitriy D./TASK 1/TASK1/json/7ab12e0e20662015.json	left
Dmitriy D./TASK 1/TASK1/json/718ac6694e00febc.json	right
Dmitriy D./TASK 1/TASK1/json/cbddea1641e88826.json	right
Dmitriy D./TASK 1/TASK1/json/6430b04d99d10fba.json	right
Dmitriy D./TASK 1/TASK1/json/440785208052f7d2.json	center
Dmitriy D./TASK 1/TASK1/json/6cef5701e6a89008.json	center
Dmitriy D./TASK 1/TASK1/json/48342a30684df2dd.json	left
Dmitriy D./TASK 1/TASK1/json/6e9fd8b3bf692d56.json	center
Dmitriy D./TASK 1/TASK1/json/27bf1dbe5110fff2.json	center
Dmitriy D./TASK 1/TASK1/json/be7197007c483512.json	right
Dmitriy D./TASK 1/TASK1/json/012c50b30d603762.json	center
Dmitriy D./TASK 1/TASK1/json/9bc4343f3bead131.json	left
Dmitriy D./TASK 1/TASK1/json/50aad62bdd1e3f12.json	center
Dmitriy D./TASK 1/TASK1/json/329feceaf845f268.json	center
Dmitriy D./TASK 1/TASK1/json/9410b085a8c91e47.json	center
Dmitriy D./TASK 1/TASK1/json/3b790a218a3bf18f.json	right
Dmitriy D./TASK 1/TASK1/json/a0454c78a548e5c4.json	center
Dmitriy D./TASK 1/TASK1/json/d9d32e6e106184b1.json	right
Dmitriy D./TASK 1/TASK1/json/9a325e1056a5dc16.json	left
Dmitriy D./TASK 1/TASK1/json/93a203296f9e4a9f.json	left
Dmitriy D./TASK 1/TASK1/json/7e17de667058f28b.json	center
Dmitriy D./TASK 1/TASK1/json/b3d55079804c24dc.json	right
Dmitriy D./TASK 1/TASK1/json/7ba5feec4375aa93.json	right
Dmitriy D./TASK 1/TASK1/json/0205d7dc27adc427.json	left
Dmitriy D./TASK 1/TASK1/json/6c332a1bd0537a8b.json	center
Dmitriy D./TASK 1/TASK1/json/d4d9b1effa7f66c6.json	center
Dmitriy D./TASK 1/TASK1/json/13046d0cd2e0f26c.json	center
Dmitriy D./TASK 1/TASK1/json/f023ccef56b07f89.json	right
Dmitriy D./TASK 1/TASK1/json/87f393a84c2e6d29.json	right
Dmitriy D./TASK 1/TASK1/json/105ccd5e3a60eb2a.json	right
Dmitriy D./TASK 1/TASK1/json/d3d0ab04bb73fdab.json	left
Dmitriy D./TASK 1/TASK1/json/f0224f873fe4ed25.json	left
Dmitriy D./TASK 1/TASK1/json/3ca57592ce9bb734.json	right
Dmitriy D./TASK 1/TASK1/json/03cd43dfa82ca335.json	left
Dmitriy D./TASK 1/TASK1/json/79867dda28287904.json	center
Dmitriy D./TASK 1/TASK1/json/cb03c5f1bea06456.json	right
Dmitriy D./TASK 1/TASK1/json/2109fd5a3d6e0d46.json	right
Dmitriy D./TASK 1/TASK1/json/8397ddd251e99ced.json	left
Dmitriy D./TASK 1/TASK1/json/f24e744a4b15b406.json	left
Dmitriy D./TASK 1/TASK1/json/25dee85f78125fae.json	left
Dmitriy D./TASK 1/TASK1/json/17cc4dc8c945b520.json	center
Dmitriy D./TASK 1/TASK1/json/23952438b9ba8115.json	center
Dmitriy D./TASK 1/TASK1/json/21cd0dda95f222f3.json	center
Dmitriy D./TASK 1/TASK1/json/2c76962286a46dcc.json	left
Dmitriy D./TASK 1/TASK1/json/08f5e66a9dc52e9e.json	right
Dmitriy D./TASK 1/TASK1/json/1f4abc63e48e412c.json	center
Dmitriy D./TASK 1/TASK1/json/ca460666adeaff42.json	center
Dmitriy D./TASK 1/TASK1/json/4e7e4955917e977b.json	right
Dmitriy D./TASK 1/TASK1/json/2e55facb5b54611e.json	left
Dmitriy D./TASK 1/TASK1/json/04190c4e6b1da379.json	right
Dmitriy D./TASK 1/TASK1/json/56f9cfcc4409226c.json	center
Dmitriy D./TASK 1/TASK1/json/70c8cdf2981b9175.json	left
Dmitriy D./TASK 1/TASK1/json/5843db30c89d16b9.json	right
Dmitriy D./TASK 1/TASK1/json/7e29eca38096d64b.json	center
Dmitriy D./TASK 1/TASK1/json/2ad728129b4be435.json	left
Dmitriy D./TASK 1/TASK1/json/ab306f307f65ed2e.json	center
Dmitriy D./TASK 1/TASK1/json/6179fc45b3672168.json	center
Dmitriy D./TASK 1/TASK1/json/32e581f293c14dc4.json	left
Dmitriy D./TASK 1/TASK1/json/53284f18905fc5c8.json	left
Dmitriy D./TASK 1/TASK1/json/0d551bf99cba4f87.json	left
Dmitriy D./TASK 1/TASK1/json/2ae34c44faeefee7.json	left
Dmitriy D./TASK 1/TASK1/json/ed4053a4a44c5117.json	center
Dmitriy D./TASK 1/TASK1/json/62b97657012e04b0.json	center
Dmitriy D./TASK 1/TASK1/json/6515025126301737.json	left
Dmitriy D./TASK 1/TASK1/json/b11a86532d1ada5f.json	right
Dmitriy D./TASK 1/TASK1/json/8529f87c239f821f.json	right
Dmitriy D./TASK 1/TASK1/json/10b27ae50f6d88af.json	left
Dmitriy D./TASK 1/TASK1/json/23cd37d1f4af0a96.json	right
Dmitriy D./TASK 1/TASK1/json/74e110feaeea10d7.json	center
Dmitriy D./TASK 1/TASK1/json/781a71bd37aedcbd.json	center
Dmitriy D./TASK 1/TASK1/json/c2c197aa2fa13423.json	left
Dmitriy D./TASK 1/TASK1/json/b8d3c715891be37f.json	left
Dmitriy D./TASK 1/TASK1/json/129b578bb71b4ddb.json	center
Dmitriy D./TASK 1/TASK1/json/ecf103c4101a8f0d.json	right
Dmitriy D./TASK 1/TASK1/json/f194ce30d30ec125.json	center
Dmitriy D./TASK 1/TASK1/json/1cf1f0f17e1f04fa.json	center
Dmitriy D./TASK 1/TASK1/json/7c99992e0f5fd1fc.json	right
Dmitriy D./TASK 1/TASK1/json/c343a79731a303e2.json	right
Dmitriy D./TASK 1/TASK1/json/cd32a86ef54bac1d.json	right
Dmitriy D./TASK 1/TASK1/json/6ece4868b71dbd10.json	center
Dmitriy D./TASK 1/TASK1/json/8e47b215e1a9b09b.json	center
Dmitriy D./TASK 1/TASK1/json/117fad62abe995b7.json	right
Dmitriy D./TASK 1/TASK1/json/629053cd21c0e8b1.json	left
Dmitriy D./TASK 1/TASK1/json/eaa6c32cdda24aac.json	left
Dmitriy D./TASK 1/TASK1/json/994c230defb9979d.json	center
Dmitriy D./TASK 1/TASK1/json/a24241c4368f52e4.json	left
Dmitriy D./TASK 1/TASK1/json/1ed480c8b2b5c61f.json	left
Dmitriy D./TASK 1/TASK1/json/43be1c44e41c0c70.json	center
Dmitriy D./TASK 1/TASK1/json/e6324514eac58ee2.json	center
Dmitriy D./TASK 1/TASK1/json/f070806d43d796ed.json	left
Dmitriy D./TASK 1/TASK1/json/ea357a248748f0c8.json	left
Dmitriy D./TASK 1/TASK1/json/92c7de8541726229.json	center
Dmitriy D./TASK 1/TASK1/json/ce5aa81dc9d55943.json	left
Dmitriy D./TASK 1/TASK1/json/bb0b17b6809b5937.json	center
Dmitriy D./TASK 1/TASK1/json/6f681f3c4ab4c14c.json	center
Dmitriy D./TASK 1/TASK1/json/587a2b14d359bbab.json	right
Dmitriy D./TASK 1/TASK1/json/8e9be776effba44b.json	center
Dmitriy D./TASK 1/TASK1/json/df8a463f907db5b3.json	right
Dmitriy D./TASK 1/TASK1/json/6afc322c632068bc.json	left
Dmitriy D./TASK 1/TASK1/json/81b62539130ce121.json	center
Dmitriy D./TASK 1/TASK1/json/477a077ea5c17ffc.json	right
Dmitriy D./TASK 1/TASK1/json/0646ccae6a7f12b4.json	right
Dmitriy D./TASK 1/TASK1/json/6dd802913ad6fdd6.json	right
Dmitriy D./TASK 1/TASK1/json/0fea310b4b72b170.json	left
Dmitriy D./TASK 1/TASK1/json/1f280cfce39e07aa.json	center
Dmitriy D./TASK 1/TASK1/json/b27bfecbefc332ee.json	left
Dmitriy D./TASK 1/TASK1/json/f5962e4a1553479e.json	left
Dmitriy D./TASK 1/TASK1/json/269662815ce623b5.json	left
Dmitriy D./TASK 1/TASK1/json/eeeb85293254d1f5.json	right
Dmitriy D./TASK 1/TASK1/json/c932e23251839b82.json	center
Dmitriy D./TASK 1/TASK1/json/b77b156607ad9836.json	right
Dmitriy D./TASK 1/TASK1/json/0699127213b9efd0.json	right
Dmitriy D./TASK 1/TASK1/json/7c672703a0b2445e.json	left
Dmitriy D./TASK 1/TASK1/json/6d6d41c1976c8de7.json	left
Dmitriy D./TASK 1/TASK1/json/47706d2959c9aa76.json	center
Dmitriy D./TASK 1/TASK1/json/fe790c7561ad1bf6.json	right
Dmitriy D./TASK 1/TASK1/json/121fe4ae9f0e420b.json	left
Dmitriy D./TASK 1/TASK1/json/7358634ab03e0ad0.json	right
Dmitriy D./TASK 1/TASK1/json/7ec71647db1f2183.json	right
Dmitriy D./TASK 1/TASK1/json/61d25a19ce8c0eb1.json	right
Dmitriy D./TASK 1/TASK1/json/2fc450751b5d23a1.json	left
Dmitriy D./TASK 1/TASK1/json/a57b82e5d597ba84.json	right
Dmitriy D./TASK 1/TASK1/json/ba702b22c1354b1c.json	center
Dmitriy D./TASK 1/TASK1/json/12827e060efe4c59.json	center
Dmitriy D./TASK 1/TASK1/json/700bcad06c9c9cd4.json	left
Dmitriy D./TASK 1/TASK1/json/2427cc100d218c18.json	left
Dmitriy D./TASK 1/TASK1/json/12301931d9b7ed0e.json	left
Dmitriy D./TASK 1/TASK1/json/3554a3427742abe8.json	right
Dmitriy D./TASK 1/TASK1/json/a1e3aa3d462357a5.json	right
Dmitriy D./TASK 1/TASK1/json/c0c46aa78ce9dc7d.json	center
Dmitriy D./TASK 1/TASK1/json/2a51446a6a8170d6.json	left
Dmitriy D./TASK 1/TASK1/json/1fa1542bd9d883de.json	right
Dmitriy D./TASK 1/TASK1/json/1bc080a7a6bb0648.json	center
Dmitriy D./TASK 1/TASK1/json/155b8e3808ff5ad2.json	right
Dmitriy D./TASK 1/TASK1/json/bff5b532fe0db7d7.json	center
Dmitriy D./TASK 1/TASK1/json/ea03333f85f015eb.json	left
Dmitriy D./TASK 1/TASK1/json/516249e3b9e9a20e.json	center
Dmitriy D./TASK 1/TASK1/json/ca7368bd1b7a7493.json	right
Dmitriy D./TASK 1/TASK1/json/46377605bad70908.json	right
Dmitriy D./TASK 1/TASK1/json/3ca5430bab17bbd7.json	left
Dmitriy D./TASK 1/TASK1/json/adba24d29c55157d.json	center
Dmitriy D./TASK 1/TASK1/json/0324cea438c6dbec.json	center
Dmitriy D./TASK 1/TASK1/json/89406162fc2a0ca7.json	center
Dmitriy D./TASK 1/TASK1/json/94a4e847023d0805.json	right
Dmitriy D./TASK 1/TASK1/json/1813034b582bde8c.json	left
Dmitriy D./TASK 1/TASK1/json/a1a6de6467de0d04.json	right
Dmitriy D./TASK 1/TASK1/json/d9ff55746543c607.json	center
Dmitriy D./TASK 1/TASK1/json/8f073376995d17e0.json	right
Dmitriy D./TASK 1/TASK1/json/b0681d467fabf386.json	center
Dmitriy D./TASK 1/TASK1/json/7083e14f4258220c.json	right
Dmitriy D./TASK 1/TASK1/json/89a59d2f01de975b.json	center
Dmitriy D./TASK 1/TASK1/json/4170cb461f4fe473.json	center
Dmitriy D./TASK 1/TASK1/json/50097905c7fbccfe.json	left
Dmitriy D./TASK 1/TASK1/json/72ae280fb304a8a5.json	right
Dmitriy D./TASK 1/TASK1/json/642d985ddb46c000.json	right
Dmitriy D./TASK 1/TASK1/json/6d9c2dac502a701d.json	left
Dmitriy D./TASK 1/TASK1/json/60b19b1aaca0d6c7.json	right
Dmitriy D./TASK 1/TASK1/json/fba4ac5d6a84ad3e.json	left
Dmitriy D./TASK 1/TASK1/json/6fef1c27c3ebbc9a.json	center
Dmitriy D./TASK 1/TASK1/json/9fc28dd69c69673c.json	right
Dmitriy D./TASK 1/TASK1/json/77df8b651697311d.json	left
Dmitriy D./TASK 1/TASK1/json/de5a474ba14cf881.json	right
Dmitriy D./TASK 1/TASK1/json/74cf34a7dcd2d8ac.json	right
Dmitriy D./TASK 1/TASK1/json/d030dcf59e0467c0.json	left
Dmitriy D./TASK 1/TASK1/json/a1fa1d9f82cd6abc.json	right
Dmitriy D./TASK 1/TASK1/json/d240a98095670926.json	left
Dmitriy D./TASK 1/TASK1/json/e320a408f177f0a3.json	center
Dmitriy D./TASK 1/TASK1/json/1e9a0cf2afecbd3a.json	right
Dmitriy D./TASK 1/TASK1/json/d93e852fc85ae378.json	left
Dmitriy D./TASK 1/TASK1/json/57ad5e19500d6988.json	left
Dmitriy D./TASK 1/TASK1/json/e4b7fe7b722ce048.json	right
Dmitriy D./TASK 1/TASK1/json/535890d95359cd40.json	center
Dmitriy D./TASK 1/TASK1/json/0cea62c41e351986.json	center
Dmitriy D./TASK 1/TASK1/json/d1b65a21abc9dd77.json	center
Dmitriy D./TASK 1/TASK1/json/aacf0c6985c774f8.json	left
Dmitriy D./TASK 1/TASK1/json/7052eb6234fe17e8.json	right
Dmitriy D./TASK 1/TASK1/json/d65d4757be719237.json	right
Dmitriy D./TASK 1/TASK1/json/ee43ec9ea37d0b96.json	center
Dmitriy D./TASK 1/TASK1/json/a133622cf7b94b80.json	right
Dmitriy D./TASK 1/TASK1/json/5f4acd65d0f181ab.json	left
Dmitriy D./TASK 1/TASK1/json/7f2a9e2153ee1427.json	left
Dmitriy D./TASK 1/TASK1/json/69cc883ec9c4c14d.json	left
Dmitriy D./TASK 1/TASK1/json/75dd9313c3f9d693.json	right
Dmitriy D./TASK 1/TASK1/json/997d8e68c2c9c2c3.json	left
Dmitriy D./TASK 1/TASK1/json/7fd364bfb4f6af7b.json	left
Dmitriy D./TASK 1/TASK1/json/129b599771286768.json	left
Dmitriy D./TASK 1/TASK1/json/2dec8728d6c0a58e.json	right
Dmitriy D./TASK 1/TASK1/json/697b459b876f1d3a.json	right
Dmitriy D./TASK 1/TASK1/json/7987a97f4375bb57.json	left
Dmitriy D./TASK 1/TASK1/json/de97290802c83648.json	center
Dmitriy D./TASK 1/TASK1/json/8e538431ff1991bd.json	right
Dmitriy D./TASK 1/TASK1/json/aeb22bbd5b1e21dc.json	right
Dmitriy D./TASK 1/TASK1/json/c23b4a1a71fc8ab5.json	center
Dmitriy D./TASK 1/TASK1/json/9b431262f4fd41db.json	left
Dmitriy D./TASK 1/TASK1/json/a1b8256db3587f0a.json	right
Dmitriy D./TASK 1/TASK1/json/c8ca22c92313638b.json	left
Dmitriy D./TASK 1/TASK1/json/1d9401d862680feb.json	right
Dmitriy D./TASK 1/TASK1/json/ca674aee856a74bf.json	right
Dmitriy D./TASK 1/TASK1/json/d7eb522d50f27cf7.json	right
Dmitriy D./TASK 1/TASK1/json/23225bb87c3e0aeb.json	left
Dmitriy D./TASK 1/TASK1/json/b058daea85d6f4d8.json	left
Dmitriy D./TASK 1/TASK1/json/27019bcf748f3b8a.json	right
Dmitriy D./TASK 1/TASK1/json/941364e7d554d518.json	center
Dmitriy D./TASK 1/TASK1/json/60224919bd4f5566.json	right
Dmitriy D./TASK 1/TASK1/json/a117d6a4f4ef2707.json	right
Dmitriy D./TASK 1/TASK1/json/71da1a6b54aa9c1e.json	right
Dmitriy D./TASK 1/TASK1/json/fc65ddceeb518f79.json	center
Dmitriy D./TASK 1/TASK1/json/4b99c1cdc35a83e8.json	left
Dmitriy D./TASK 1/TASK1/json/476bce39bc471a85.json	center
Dmitriy D./TASK 1/TASK1/json/30e9c4b62a85dfa3.json	center
Dmitriy D./TASK 1/TASK1/json/aa7b8371d5bf20cb.json	left
Dmitriy D./TASK 1/TASK1/json/b96cd4c43413abef.json	left
Dmitriy D./TASK 1/TASK1/json/c1dad339b3dd20b1.json	left
Dmitriy D./TASK 1/TASK1/json/fe996ae515c857cf.json	left
Dmitriy D./TASK 1/TASK1/json/26d14b86bbf321f6.json	right
Dmitriy D./TASK 1/TASK1/json/863877e2d51a0393.json	left
Dmitriy D./TASK 1/TASK1/json/e8017cfb45d9d1cc.json	right
Dmitriy D./TASK 1/TASK1/json/5191d1d5303201c9.json	right
Dmitriy D./TASK 1/TASK1/json/4200e1d81de038eb.json	center
Dmitriy D./TASK 1/TASK1/json/5391a41346534324.json	center
Dmitriy D./TASK 1/TASK1/json/b27779d49d3ade57.json	center
Dmitriy D./TASK 1/TASK1/json/0728a91e912bd5e7.json	center
Dmitriy D./TASK 1/TASK1/json/59c55ea89c46682b.json	center
Dmitriy D./TASK 1/TASK1/json/dd8835153154ac25.json	center
Dmitriy D./TASK 1/TASK1/json/dfeca3e16436a750.json	right
Dmitriy D./TASK 1/TASK1/json/cd552fa55f3d0f91.json	center
Dmitriy D./TASK 1/TASK1/json/3e1bb6a18de2a1e3.json	right
Dmitriy D./TASK 1/TASK1/json/0171419f2044d2e7.json	right
Dmitriy D./TASK 1/TASK1/json/d7a73ea43bbb509a.json	center
Dmitriy D./TASK 1/TASK1/json/4d9dcb47861f1d7a.json	left
Dmitriy D./TASK 1/TASK1/json/797c115e41477524.json	left
Dmitriy D./TASK 1/TASK1/json/a6b5cec7b206893e.json	center
Dmitriy D./TASK 1/TASK1/json/4f6fc7fab191013f.json	left
Dmitriy D./TASK 1/TASK1/json/e5ca2160cdfd7fbe.json	center
Dmitriy D./TASK 1/TASK1/json/e3f7dd6e8b0d789b.json	left
Dmitriy D./TASK 1/TASK1/json/eee22586ae7ef74e.json	center
Dmitriy D./TASK 1/TASK1/json/0002c3b952f7c9f0.json	right
Dmitriy D./TASK 1/TASK1/json/3c8a043202d7676c.json	right
Dmitriy D./TASK 1/TASK1/json/3fb4160e934c2842.json	right
Dmitriy D./TASK 1/TASK1/json/fe1ae98337b4d1ff.json	right
Dmitriy D./TASK 1/TASK1/json/d8a56fb9d980ca58.json	center
Dmitriy D./TASK 1/TASK1/json/45bcc99befd46355.json	center
Dmitriy D./TASK 1/TASK1/json/a54adef0b2bcfd78.json	left
Dmitriy D./TASK 1/TASK1/json/81aa03129fca296e.json	right
Dmitriy D./TASK 1/TASK1/json/b9087059ae415e99.json	left
Dmitriy D./TASK 1/TASK1/json/c09001c65a296137.json	right
Dmitriy D./TASK 1/TASK1/json/7d2e04504d368139.json	center
Dmitriy D./TASK 1/TASK1/json/10d6e6b0b8c634d2.json	left
Dmitriy D./TASK 1/TASK1/json/3f1a49cef2fd2e1f.json	center
Dmitriy D./TASK 1/TASK1/json/19301189fe260df7.json	left
Dmitriy D./TASK 1/TASK1/json/26925d83d2480445.json	left
Dmitriy D./TASK 1/TASK1/json/983a518370a8e6db.json	left
Dmitriy D./TASK 1/TASK1/json/457b9ee92e69874c.json	left
Dmitriy D./TASK 1/TASK1/json/f2c8cdf9dde8db78.json	right
Dmitriy D./TASK 1/TASK1/json/38989cfbc081225e.json	left
Dmitriy D./TASK 1/TASK1/json/4f20739827392361.json	center
Dmitriy D./TASK 1/TASK1/json/92a836cafc209887.json	right
Dmitriy D./TASK 1/TASK1/json/2b3fbdcf2251a253.json	center
Dmitriy D./TASK 1/TASK1/json/576cd3692f65bf35.json	center
Dmitriy D./TASK 1/TASK1/json/f2ae9510d794d19c.json	center
Dmitriy D./TASK 1/TASK1/json/ba48d199064104ce.json	center
Dmitriy D./TASK 1/TASK1/json/eb1195e2cf1b1393.json	right
Dmitriy D./TASK 1/TASK1/json/e7fae644b4fbc316.json	left
Dmitriy D./TASK 1/TASK1/json/d677c25b24f76580.json	left
Dmitriy D./TASK 1/TASK1/json/79aef3abb4c0f2e1.json	right
Dmitriy D./TASK 1/TASK1/json/1311337d6f80f5f6.json	right
Dmitriy D./TASK 1/TASK1/json/70c036b276a67a72.json	right
Dmitriy D./TASK 1/TASK1/json/d0aa77af1cfbc0a2.json	left
